Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Adam Bareiro,py PAR,Forward,San Lorenzo,27,1996,24,12,1218,0.07,0.2,1.33,0.37,0.0,0.0,2.14,0.15,18.03,25.12,10.79,13.82,4.43,5.76,1.03,1.85,0.07,0.06,1.18,1.18,0.22,0.07,1.03,0.52,6.5,0.89,0.44,0.22,0.44,0.22,0.22,0.67,0.44,0.81,0.07,0.74,0.0,35.69,0.74,2.22,17.81,16.03,2.96,35.69,1.55,0.52,19.58,1.26,0.37,3.03,1.18,26.82,0.37,0.0,0.0,2.29,1.7,0.74,0.0,0.07,0.0,1.7,3.69,3.92,7.61,4.21,8.05,2.29,3.62,0.67,-0.65,48.49,71.78,78.08,76.91,55.68,42.31,33.55
Adam Beaudry,us USA,Goalkeeper,Colorado Rapids,17,2006,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,4.0,4.0,5.0,5.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,18.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,63.64,100.0,100.0,45.45,0.0,0.0
Adam Forshaw,eng ENG,Forward,Norwich City,31,1991,19,10,834,0.0,0.02,0.32,0.0,0.0,0.0,2.59,0.32,44.46,53.09,20.18,22.01,17.16,19.53,6.04,8.53,0.22,0.04,1.29,4.86,0.43,0.11,5.18,0.86,0.97,2.48,1.51,1.08,1.4,0.0,0.86,2.7,1.83,1.19,1.73,0.86,0.11,62.81,2.16,17.48,35.29,10.58,0.43,62.81,0.76,0.32,35.5,0.86,0.11,1.29,0.76,41.01,0.32,0.0,0.0,1.51,1.4,0.11,0.0,0.0,0.0,4.53,0.32,1.08,1.4,2.05,7.01,2.91,1.08,2.37,-1.0,22.86,83.74,91.69,87.86,70.81,45.75,42.11
Adam Idah,ie IRL,Forward,Norwich City,22,2001,28,12,1279,0.42,0.41,1.69,1.13,0.07,0.07,1.62,0.21,13.02,16.68,7.04,8.37,3.52,4.43,0.99,1.48,0.07,0.1,0.49,0.49,0.21,0.0,1.34,1.69,4.57,0.42,0.35,0.07,0.28,0.07,0.0,0.42,0.42,0.91,0.21,0.99,0.0,26.53,1.13,2.6,12.67,11.68,2.39,26.46,1.69,0.49,15.62,1.2,0.77,2.89,0.84,18.58,0.14,0.0,0.0,0.99,0.42,0.63,0.0,0.0,0.0,2.18,1.06,1.83,2.89,3.73,7.6,1.83,3.38,0.35,0.02,36.68,78.06,84.11,79.46,66.89,41.67,28.99
Adam Mayor,eng ENG,Forward,Millwall,18,2005,4,0,52,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.0,10.38,24.23,3.46,3.46,6.92,10.38,0.0,6.92,0.0,0.35,1.73,1.73,3.46,1.73,5.19,6.92,12.12,1.73,1.73,0.0,1.73,0.0,1.73,3.46,1.73,0.0,0.0,0.0,0.0,32.88,1.73,1.73,8.65,22.5,1.73,32.88,5.19,1.73,27.69,1.73,0.0,1.73,6.92,29.42,0.0,0.0,0.0,1.73,1.73,0.0,0.0,0.0,0.0,1.73,0.0,1.73,1.73,8.65,24.23,3.46,6.92,3.46,0.0,0.0,42.84,100.0,66.67,0.0,66.67,33.33
Adam Randell,eng ENG,Midfielder,Plymouth Argyle,22,2000,45,30,2760,0.1,0.07,0.98,0.36,0.0,0.0,2.87,0.23,26.84,38.51,10.57,13.7,11.54,13.7,4.11,9.23,0.07,0.07,1.53,2.87,0.52,0.1,3.72,1.11,2.45,1.57,1.11,0.59,0.75,0.23,0.72,1.43,0.72,1.27,1.11,1.43,0.03,48.2,2.28,10.92,25.4,12.59,0.85,48.2,0.98,0.46,20.97,0.88,0.2,1.63,0.85,27.52,0.33,0.0,0.0,0.82,1.21,0.07,0.0,0.0,0.0,5.64,1.5,1.47,2.97,2.48,7.27,3.1,1.66,1.83,0.43,50.51,69.7,77.15,84.23,44.53,61.0,46.94
Adam Reach,eng ENG,Midfielder,West Brom,30,1993,17,5,639,0.0,0.04,0.85,0.28,0.0,0.0,1.41,0.14,41.27,51.13,21.41,24.23,16.2,18.59,2.54,4.23,0.14,0.1,0.85,1.97,0.85,0.42,3.1,1.27,7.61,1.97,1.27,1.13,0.7,0.14,1.13,1.97,0.85,2.11,1.27,1.97,0.0,62.54,2.96,15.49,28.31,19.01,0.99,62.54,0.85,0.42,30.14,0.85,0.14,2.11,0.7,37.04,0.14,0.0,0.0,0.85,0.99,0.14,0.0,0.14,0.0,5.21,1.27,1.27,2.54,2.82,11.97,1.55,2.39,2.39,-1.0,50.0,80.72,88.36,87.14,60.05,60.91,49.41
Adam Wharton,eng ENG,Midfielder,Blackburn,19,2004,26,22,1957,0.09,0.07,1.01,0.23,0.0,0.0,3.36,0.23,47.51,57.9,21.2,23.91,20.19,23.45,5.38,8.6,0.14,0.17,1.61,5.47,1.56,0.09,6.48,1.01,2.02,2.76,1.66,1.24,0.97,0.55,1.2,3.04,1.84,1.38,1.47,0.78,0.05,68.11,2.3,17.43,32.56,18.53,0.69,68.11,1.52,0.78,38.49,1.1,0.18,1.33,1.1,48.61,0.23,0.0,0.0,1.43,1.43,0.05,0.0,0.0,0.0,6.58,0.64,0.97,1.61,2.44,9.52,3.59,2.53,2.85,0.29,39.75,82.06,88.67,86.1,62.56,49.31,51.32
Adama Traoré,ml MLI,Forward,Hull City,28,1995,24,14,1071,0.17,0.22,2.02,0.5,0.0,0.0,3.11,0.25,37.56,43.87,19.75,22.35,13.78,15.38,2.61,3.45,0.08,0.08,1.51,2.27,0.84,0.08,4.45,1.76,4.03,1.09,0.67,0.25,0.5,0.34,0.5,1.85,1.34,1.76,1.01,1.43,0.0,54.62,1.51,7.82,28.07,19.41,1.76,54.62,2.44,1.43,36.64,2.18,0.25,1.76,1.01,41.76,0.34,0.0,0.0,1.51,2.35,0.0,0.0,0.0,0.0,4.03,0.5,0.76,1.26,2.77,10.25,3.36,2.94,1.18,-0.23,39.68,85.62,88.37,89.6,75.65,39.8,58.61
Adem Zorgane,dz ALG,Midfielder,Charleroi,23,2000,23,20,1841,0.1,0.08,1.52,0.39,0.0,0.0,4.69,0.39,67.41,85.7,33.59,38.38,23.07,28.26,6.4,11.44,0.2,0.35,2.59,7.92,2.93,0.68,11.54,2.25,4.55,2.69,1.42,1.61,0.83,0.24,1.12,2.79,1.66,1.76,1.22,1.32,0.0,97.92,4.11,19.55,49.77,29.77,2.4,97.92,2.25,1.17,74.31,2.88,0.44,1.96,1.42,70.4,0.1,0.0,0.0,1.03,0.34,0.05,0.0,0.05,0.0,9.39,0.93,0.98,1.91,3.37,18.33,5.08,6.45,2.54,0.25,48.69,78.66,87.52,81.63,55.94,46.35,52.0
Ademir Santos,br BRA,Forward,Bahia,28,1995,31,10,1131,0.24,0.29,2.31,1.03,0.0,0.0,3.82,0.64,25.46,33.82,14.08,16.39,8.51,11.62,1.83,3.02,0.32,0.17,1.59,1.51,1.19,0.64,2.31,5.25,11.7,2.39,1.67,0.56,0.88,0.95,0.8,2.63,1.83,0.8,0.64,0.4,0.0,48.22,0.4,4.85,17.59,27.14,5.25,48.22,5.01,2.15,33.02,2.07,2.07,2.55,1.03,34.93,0.0,0.0,0.0,1.27,2.15,0.56,0.0,0.0,0.0,4.62,0.56,2.07,2.63,3.58,19.26,4.46,9.15,2.47,-0.17,21.29,75.28,85.91,73.24,60.6,49.2,42.91
Aderlan Santos,br BRA,Defender,Rio Ave,34,1989,32,32,2847,0.09,0.04,0.63,0.25,0.0,0.0,0.76,0.06,48.71,57.28,14.51,16.03,29.81,31.96,4.05,7.84,0.0,0.01,0.28,1.61,0.0,0.0,2.24,0.13,0.13,2.15,1.39,1.58,0.57,0.0,1.07,1.49,0.41,1.83,1.42,5.28,0.03,69.8,9.04,42.01,26.74,1.36,0.6,69.8,0.09,0.03,34.93,0.06,0.0,0.25,0.06,43.56,0.25,0.03,0.03,0.92,0.6,0.06,0.0,0.03,0.0,4.43,3.35,2.24,5.6,0.32,2.5,0.82,0.6,2.47,1.25,59.82,85.04,90.52,93.27,51.66,67.58,33.33
Adi Nalic,ba BIH,Forward,Almere City,25,1997,7,2,213,0.42,0.21,2.54,1.27,0.0,0.0,3.38,0.42,16.9,29.15,7.61,13.94,5.92,9.3,2.11,3.8,0.0,0.08,0.85,0.42,0.85,0.0,3.38,2.54,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,2.11,0.0,1.27,0.0,51.55,1.69,5.07,22.82,24.93,6.34,51.55,4.23,2.11,27.89,0.85,1.69,6.76,3.38,31.27,0.42,0.0,0.0,2.11,0.85,0.0,0.0,0.0,0.0,4.65,2.54,4.65,7.18,10.14,12.68,3.8,8.87,0.0,1.0,35.38,57.98,54.59,63.66,55.53,0.0,49.88
Adil Aouchiche,fr FRA,Forward,Sunderland,21,2002,28,10,1102,0.16,0.41,3.35,1.06,0.08,0.08,5.23,0.25,34.06,49.57,18.54,21.81,10.54,15.52,3.51,8.58,0.16,0.24,2.7,4.08,1.63,0.49,6.53,3.02,8.49,2.04,1.31,0.57,0.74,0.74,0.74,2.04,1.31,0.9,0.82,0.49,0.0,63.7,0.74,5.88,26.79,31.85,4.82,63.62,2.21,0.82,36.83,2.12,0.74,3.35,1.63,43.12,0.16,0.0,0.0,0.98,0.9,0.33,0.0,0.0,0.0,5.72,0.49,1.55,2.04,4.98,18.05,5.47,7.68,2.04,-0.61,24.02,68.71,85.01,67.91,40.91,50.25,37.1
Adilson Malanda,fr FRA,Defender,Charlotte,22,2001,32,32,2880,0.03,0.04,0.19,0.09,0.0,0.0,0.56,0.09,48.22,56.47,12.03,12.88,27.44,29.59,8.19,12.97,0.0,0.01,0.16,2.75,0.06,0.0,2.94,0.22,0.19,1.19,0.72,0.91,0.22,0.06,0.84,1.19,0.34,1.44,1.06,4.81,0.06,65.62,10.19,36.88,28.06,1.09,0.44,65.62,0.31,0.22,37.31,0.19,0.0,0.22,0.19,44.25,0.09,0.0,0.0,0.69,0.66,0.0,0.0,0.03,0.0,4.66,1.5,1.34,2.84,0.41,3.34,0.66,0.5,1.56,-0.25,52.82,85.39,93.4,92.73,63.15,65.55,70.97
Adonis Frías,ar ARG,Midfielder,León,25,1998,31,30,2721,0.0,0.09,1.26,0.17,0.0,0.0,1.32,0.07,39.72,47.43,11.41,13.23,23.05,24.97,4.96,8.04,0.03,0.03,0.4,4.27,0.36,0.07,4.47,1.52,0.6,1.75,1.12,1.12,0.53,0.1,0.96,1.55,0.6,1.26,1.16,3.37,0.03,57.85,5.16,24.41,28.88,5.09,1.39,57.85,0.46,0.33,34.04,1.03,0.1,0.6,0.33,37.38,0.26,0.0,0.0,0.79,0.56,0.03,0.0,0.03,0.0,4.43,2.18,0.93,3.11,0.93,6.58,1.39,1.92,2.08,-1.0,70.1,83.74,86.24,92.31,61.69,63.03,71.74
Adonis Preciado,ec ECU,Forward,ec Barcelona,26,1997,5,3,272,0.0,0.07,1.99,0.0,0.0,0.0,3.31,0.0,21.51,29.78,12.57,15.22,7.28,10.26,0.99,1.65,0.0,0.1,1.65,1.99,0.66,0.33,0.66,2.32,6.29,2.65,1.99,0.33,1.99,0.33,0.33,1.32,0.99,2.65,0.33,0.99,0.0,45.99,1.32,6.29,21.18,20.18,6.95,45.99,4.3,1.65,25.15,1.99,0.66,3.97,1.32,29.78,0.66,0.0,0.0,1.99,2.65,0.0,0.0,0.0,0.0,6.29,3.31,1.32,4.63,5.29,9.26,3.31,8.6,2.32,-1.0,71.49,72.23,82.59,70.96,60.0,58.44,38.37
Adrian Benedyczak,pl POL,Forward,Parma,22,2000,31,23,1828,0.49,0.53,2.07,0.49,0.3,0.34,2.07,0.34,18.36,27.67,10.68,14.18,5.76,9.01,1.33,2.56,0.15,0.1,0.98,1.28,0.89,0.0,2.46,1.23,7.09,0.84,0.54,0.1,0.49,0.25,0.39,0.89,0.49,0.94,0.74,1.13,0.0,38.21,1.23,3.94,15.61,19.25,4.53,37.86,1.48,0.49,19.3,1.13,0.54,1.67,1.03,27.23,0.2,0.0,0.0,1.58,1.23,0.25,0.0,0.0,0.0,3.15,3.05,2.86,5.91,2.71,10.78,2.41,5.96,0.94,-0.08,51.61,66.35,75.32,63.93,51.95,53.76,33.11
Adrian Bernabe,es ESP,Midfielder,Parma,22,2001,35,28,2588,0.28,0.14,2.43,0.8,0.0,0.0,4.8,0.52,50.88,61.48,19.68,22.29,22.71,25.7,7.16,10.26,0.1,0.17,1.88,7.37,2.19,0.03,9.46,2.09,3.96,1.95,1.01,0.63,0.94,0.38,0.87,1.53,0.66,0.83,0.73,0.63,0.03,71.78,1.01,7.76,42.95,21.91,1.98,71.78,2.33,0.94,44.86,2.36,0.28,1.08,0.83,56.16,0.21,0.0,0.0,1.18,2.19,0.07,0.03,0.0,0.0,4.8,0.63,0.56,1.18,1.91,15.51,5.32,4.49,1.88,1.0,53.39,82.76,88.29,88.37,69.79,54.02,40.34
Adrian Blake,eng ENG,Forward,Utrecht,18,2005,5,0,30,3.0,1.5,6.0,3.0,0.0,0.0,12.0,6.0,42.0,48.0,18.0,21.0,15.0,15.0,9.0,9.0,3.0,0.3,6.0,6.0,6.0,3.0,6.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,21.0,42.0,12.0,63.0,6.0,6.0,45.0,3.0,0.0,3.0,0.0,51.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,3.0,33.0,18.0,21.0,0.0,1.0,0.0,87.5,85.71,100.0,100.0,0.0,100.0
Adrian Jusino,bo BOL,Defender,bo The Strongest,31,1992,8,8,720,0.0,0.02,0.25,0.0,0.0,0.0,0.75,0.0,25.62,31.62,6.38,7.38,15.5,17.25,2.88,5.25,0.0,0.01,0.25,1.25,0.12,0.0,2.25,0.5,0.25,1.25,0.62,0.88,0.38,0.0,0.75,1.25,0.5,0.88,0.88,5.25,0.12,42.0,8.88,25.75,15.5,1.12,0.5,42.0,0.12,0.12,20.25,0.25,0.12,0.62,0.0,22.12,0.25,0.0,0.0,0.25,0.12,0.12,0.0,0.0,0.0,3.62,1.38,1.0,2.38,0.62,3.0,0.75,0.75,1.38,-1.0,57.98,81.02,86.45,89.86,54.86,54.8,100.0
Adrian Mazilu,ro ROU,Forward,Vitesse,17,2005,3,0,24,0.0,0.0,3.75,3.75,0.0,0.0,3.75,0.0,30.0,30.0,3.75,3.75,22.5,22.5,3.75,3.75,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,18.75,3.75,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.25,0.0,3.75,30.0,41.25,3.75,71.25,7.5,0.0,56.25,0.0,3.75,22.5,3.75,56.25,0.0,0.0,0.0,3.75,7.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,26.25,26.25,3.75,7.5,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0
Adrian Šemper,hr CRO,Goalkeeper,Como,25,1998,38,38,3398,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,21.8,29.24,4.45,4.48,10.81,11.07,6.49,13.59,0.0,0.0,0.03,0.45,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.34,0.03,31.23,25.98,31.17,0.05,0.0,0.0,31.23,0.0,0.0,19.28,0.0,0.0,0.03,0.0,15.02,0.05,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,1.56,0.24,0.0,0.24,0.03,0.0,0.13,0.03,0.0,0.0,100.0,74.56,99.33,97.65,47.76,0.0,0.0
Adriano Bertaccini,be BEL,Forward,Sint-Truiden,22,2000,3,0,39,0.0,0.69,6.92,2.31,0.0,0.0,4.62,0.0,13.85,20.77,11.54,13.85,2.31,4.62,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,2.31,6.92,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.31,2.31,0.0,0.0,0.0,0.0,46.15,0.0,4.62,9.23,32.31,16.15,46.15,11.54,6.92,30.0,4.62,4.62,4.62,0.0,32.31,0.0,0.0,0.0,2.31,2.31,0.0,0.0,0.0,0.0,0.0,2.31,0.0,2.31,4.62,20.77,4.62,20.77,0.0,-1.0,100.0,66.68,83.32,50.0,0.0,0.0,59.97
Adriano Martins,br BRA,Defender,Atl Goianiense,26,1997,34,34,2990,0.0,0.04,0.57,0.18,0.0,0.0,0.66,0.03,35.82,42.71,9.03,10.08,20.74,22.55,5.84,9.24,0.0,0.01,0.12,3.88,0.09,0.03,3.19,0.72,0.27,1.29,0.96,0.96,0.33,0.0,0.6,0.99,0.39,1.23,1.63,4.7,0.03,53.19,7.59,27.84,23.54,2.17,1.02,53.19,0.42,0.24,27.03,0.27,0.03,0.57,0.09,32.3,0.21,0.0,0.0,1.02,0.39,0.06,0.0,0.06,0.0,3.46,1.6,1.11,2.71,0.66,4.18,0.69,1.17,1.57,-1.0,59.04,83.87,89.58,91.97,63.2,68.42,57.14
Adriel,br BRA,Goalkeeper,Bahia,23,2001,4,3,334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.37,35.84,8.62,8.89,13.47,13.47,5.39,11.59,0.0,0.0,0.0,0.27,0.0,0.0,0.27,0.0,0.0,0.27,0.0,0.27,0.0,0.0,0.27,0.27,0.0,0.0,0.0,0.54,0.27,37.99,28.02,37.19,0.81,0.0,0.0,37.99,0.27,0.27,23.17,0.0,0.0,0.0,0.0,20.75,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.27,0.0,0.0,81.95,96.96,100.0,46.51,50.0,100.0
Adrien Silva,pt POR,Midfielder,Rio Ave,34,1989,10,3,338,0.0,0.21,0.27,0.0,0.0,0.27,2.4,0.0,44.73,58.85,19.17,23.17,19.44,23.43,5.33,8.25,0.0,0.08,1.6,4.53,0.8,0.0,7.19,0.0,1.6,3.46,1.07,1.07,1.86,0.53,1.07,2.66,1.6,1.6,1.33,1.86,0.27,71.89,2.93,15.98,39.41,17.04,1.6,71.63,2.13,1.07,37.54,0.8,0.0,1.07,1.07,42.87,0.53,0.0,0.0,1.86,2.93,0.27,0.0,0.0,0.0,5.59,1.33,1.86,3.2,2.13,8.79,2.4,2.4,2.13,-1.0,41.56,76.01,82.74,82.97,64.61,34.97,50.23
Adrien Trebel,fr FRA,Midfielder,Charleroi,32,1991,5,0,105,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0,49.71,63.43,18.0,21.43,20.57,24.86,10.29,14.57,0.0,0.09,1.71,6.0,0.86,0.0,10.29,0.86,2.57,4.29,2.57,1.71,2.57,0.0,2.57,3.43,0.86,0.86,0.86,0.0,0.0,72.86,0.86,19.71,42.0,12.0,0.0,72.86,0.86,0.0,55.71,0.86,0.0,0.86,5.14,51.43,0.0,0.0,0.0,0.86,0.86,0.0,0.0,0.0,0.0,7.71,0.86,0.0,0.86,6.0,13.71,2.57,0.86,5.14,0.0,100.0,78.37,83.99,82.74,70.62,66.58,0.0
Adrián Aldrete,mx MEX,Defender,UNAM,35,1988,29,19,1741,0.0,0.01,0.31,0.1,0.0,0.0,2.89,0.1,39.91,54.38,13.34,15.35,20.16,24.97,5.69,12.46,0.05,0.13,1.5,4.03,0.88,0.57,4.39,0.26,1.09,1.4,1.09,0.93,0.36,0.1,0.83,1.5,0.67,1.4,1.5,2.89,0.05,62.96,3.0,20.63,32.0,10.91,0.21,62.96,0.16,0.16,27.14,0.52,0.0,0.41,0.16,30.76,0.26,0.0,0.0,0.62,0.36,0.05,0.0,0.0,0.0,4.96,1.55,0.78,2.33,0.57,5.74,3.0,1.65,1.91,-1.0,66.52,73.39,86.91,80.74,45.67,66.21,100.0
Adrián Arregui,ar ARG,Midfielder,pe Alianza Lima,31,1992,4,2,202,0.45,0.0,0.45,0.45,0.0,0.0,2.23,0.0,24.95,33.42,12.03,13.81,11.58,16.04,0.89,1.78,0.0,0.0,1.34,3.56,0.0,0.0,3.12,0.0,1.78,1.78,0.89,1.34,0.0,0.45,1.34,3.12,1.78,0.89,1.34,2.23,0.0,44.55,2.23,11.58,29.41,4.46,1.78,44.55,0.45,0.0,17.38,0.0,0.0,2.23,0.0,23.61,0.45,0.0,0.0,1.34,1.78,0.45,0.0,0.0,0.0,4.46,1.78,2.67,4.46,2.23,4.9,2.23,1.78,2.23,inf,39.91,74.66,87.11,72.19,50.0,45.51,0.0
Adrián Balboa,uy URU,Forward,Unión,30,1994,26,25,2104,0.21,0.28,2.82,0.81,0.09,0.09,1.92,0.21,10.99,17.24,6.42,9.28,3.59,5.09,0.3,0.77,0.09,0.07,0.64,0.9,0.43,0.09,1.71,0.81,5.43,0.94,0.68,0.13,0.47,0.34,0.26,0.64,0.38,0.86,0.38,1.2,0.0,29.73,1.11,2.52,12.06,15.48,4.45,29.64,1.58,0.73,14.42,0.81,0.38,3.38,1.33,19.42,0.13,0.04,0.0,1.11,0.51,0.77,0.04,0.0,0.0,2.52,2.99,3.51,6.5,4.71,7.96,2.14,5.35,0.94,-0.25,46.0,63.75,69.18,70.53,38.96,59.49,46.2
Adrián Butzke,es ESP,Forward,Vitória,24,1999,17,3,369,0.0,0.32,0.98,0.24,0.0,0.24,1.22,0.0,14.15,27.32,8.78,13.41,3.66,7.07,0.73,1.71,0.0,0.02,0.98,0.98,0.49,0.24,0.73,0.73,7.07,0.73,0.73,0.0,0.73,0.0,0.24,0.49,0.24,0.98,0.0,1.95,0.0,41.22,2.2,4.39,22.44,14.88,2.2,40.98,1.95,0.49,20.73,0.24,0.24,3.41,2.2,30.73,0.0,0.0,0.0,1.46,1.71,0.98,0.0,0.0,0.0,1.95,6.1,5.37,11.46,5.61,8.54,1.22,3.17,0.98,-1.0,53.23,51.79,65.47,51.77,42.69,79.51,25.13
Adrián Fernández,ar ARG,Forward,uy Peñarol,22,2001,1,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,78.0,30.0,36.0,30.0,36.0,0.0,0.0,0.0,0.6,0.0,0.0,12.0,0.0,12.0,6.0,6.0,6.0,6.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,90.0,6.0,36.0,36.0,24.0,0.0,90.0,18.0,18.0,48.0,6.0,0.0,6.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,0.0,6.0,6.0,24.0,0.0,12.0,6.0,0.0,100.0,84.62,83.33,83.33,0.0,50.0,100.0
Adrián Guillermo Sánchez,ar ARG,Midfielder,Atlé Tucumán,24,1999,26,26,2238,0.0,0.02,0.56,0.04,0.0,0.0,1.85,0.04,37.52,47.98,16.81,19.62,15.36,18.46,4.42,7.04,0.0,0.05,0.64,5.67,0.97,0.32,6.15,0.72,2.29,3.1,1.69,1.25,1.41,0.44,1.25,1.77,0.52,1.69,1.17,2.21,0.08,59.88,2.21,11.22,38.93,10.29,0.48,59.88,0.92,0.56,26.54,0.68,0.08,1.89,0.88,34.14,0.2,0.0,0.0,1.05,0.48,0.0,0.0,0.04,0.0,6.07,2.09,1.01,3.1,2.77,9.17,1.89,1.85,2.94,-1.0,67.42,78.2,85.68,83.21,62.78,60.37,60.87
Adrián Martínez,ar ARG,Forward,Racing Club,31,1992,20,17,1430,0.44,0.58,3.02,1.2,0.0,0.13,2.01,0.31,9.13,14.66,4.28,6.55,3.71,5.41,0.76,1.26,0.19,0.05,0.88,0.5,0.19,0.13,0.88,0.5,3.84,0.69,0.44,0.25,0.25,0.19,0.25,0.69,0.44,0.38,0.25,0.82,0.0,25.3,1.07,2.01,9.31,14.1,5.54,25.17,0.69,0.19,12.71,0.44,0.31,2.52,0.69,15.99,0.44,0.06,0.0,1.89,1.07,0.88,0.0,0.0,0.0,2.08,1.32,3.4,4.72,3.21,5.22,2.33,6.17,0.69,-0.24,27.97,62.28,65.34,68.58,60.32,50.0,27.54
Adrián Marín,es ESP,Defender,Braga,26,1997,8,3,322,0.0,0.06,0.56,0.0,0.0,0.0,1.12,0.0,47.52,62.89,25.99,30.47,17.89,21.52,2.52,7.27,0.0,0.06,0.84,6.43,0.84,0.0,5.87,2.24,5.31,1.96,0.84,0.56,0.84,0.56,0.84,1.4,0.56,1.68,1.68,1.96,0.0,75.19,2.52,21.8,29.07,24.32,2.8,75.19,0.84,0.56,34.1,1.4,0.56,1.4,0.28,39.97,0.0,0.0,0.0,0.56,0.56,0.0,0.0,0.0,0.0,8.94,3.91,1.12,5.03,1.68,13.42,1.12,4.19,1.68,-1.0,77.73,75.56,85.3,83.13,34.66,50.0,66.67
Adrián Mora,mx MEX,Defender,Toluca,25,1997,6,2,214,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,50.89,57.62,20.19,21.87,24.81,25.65,5.47,9.25,0.0,0.0,0.42,1.26,0.0,0.0,0.84,0.42,0.0,0.42,0.0,0.42,0.0,0.0,0.42,0.84,0.42,1.68,2.1,3.36,0.0,65.61,11.36,48.36,17.24,0.42,0.0,65.61,0.0,0.0,39.53,0.0,0.0,0.0,0.0,46.26,0.42,0.0,0.0,0.42,0.42,0.0,0.0,0.0,0.0,3.79,0.42,0.84,1.26,0.0,1.26,0.42,0.0,0.42,0.0,33.33,88.32,92.32,96.73,59.14,33.33,0.0
Adrián Sporle,ar ARG,Defender,Independiente,28,1995,15,12,1093,0.0,0.02,0.49,0.33,0.0,0.0,2.22,0.0,36.97,52.45,16.72,20.17,15.4,20.09,4.03,8.98,0.0,0.08,0.99,3.38,1.4,1.07,5.35,2.39,6.59,2.14,1.48,0.91,1.15,0.08,1.32,1.98,0.66,0.99,1.15,1.89,0.0,63.57,2.47,17.95,31.54,14.9,1.24,63.57,2.47,1.24,29.73,1.56,0.25,1.98,0.58,33.35,0.25,0.08,0.08,1.4,0.0,0.0,0.0,0.0,0.0,5.76,1.56,1.48,3.05,2.55,14.33,2.22,3.95,2.8,-1.0,51.15,70.49,82.9,76.66,44.88,67.96,50.2
