Player,Team,League,Position,General Position,Nationality,Age,Rating,Minutes,Matches,Average Rating
Loris Benito,Young Boys,UEFA Europa League,CB,Defender,SUI,33,20.4,270,3,6.8
Lorran,Pisa,Italian Serie A,CM,Midfielder,BRA,19,6.35,11,1,6.35
Louis Buffon,Pisa,Italian Serie A,AM,Forward,ITA,17,5.58,14,1,5.58
Louis Leroux,Nantes,French Ligue 1,CM,Midfielder,FRA,19,50.17,566,8,6.27
Louis Mouton,Angers,French Ligue 1,AM,Forward,FRA,23,43.41,371,7,6.2
Louis Oppie,St. Pauli,German Bundesliga,WB,Midfielder,GER,23,45.04,630,7,6.43
Louis Patris,Union SG,UEFA Champions League,WB,Midfielder,BEL,24,14.22,29,2,7.11
Louis Schaub,Rapid Wien,UEFA Europa Conference League,CM,Midfielder,AUT,30,10.39,18,2,5.2
Louka Prip,Jagiellonia,UEFA Europa Conference League,LW,Forward,DEN,28,11.32,34,2,5.66
Loum Tchaouna,Burnley,English Premier League,AM,Forward,FRA,22,50.38,346,8,6.3
Lovro Majer,Wolfsburg,German Bundesliga,AM,Forward,CRO,27,39.32,310,6,6.55
Loïc Bade,Leverkusen,"German Bundesliga, UEFA Champions League",CB,Defender,FRA,25,61.45,687,9,6.83
Loïc Nego,Le Havre,French Ligue 1,RB,Defender,HUN,34,45.51,617,7,6.5
Loïs Openda,"Juventus, RB Leipzig","German Bundesliga, Italian Serie A, UEFA Champions League",AM,Forward,BEL,25,52.02,274,8,6.5
Luca Jaquez,Stuttgart,"German Bundesliga, UEFA Europa League",CB,Defender,SUI,22,44.2,562,7,6.31
Luca Kerber,Heidenheim,German Bundesliga,RM,Midfielder,GER,23,35.5,319,6,5.92
Luca Koleosho,Espanyol,Spanish La Liga,LM,Midfielder,ITA,21,20.18,63,3,6.73
Luca Lipani,Sassuolo,Italian Serie A,CM,Midfielder,ITA,20,12.32,94,2,6.16
Luca Marianucci,Napoli,Italian Serie A,CB,Defender,ITA,21,6.37,90,1,6.37
Luca Mazzitelli,Cagliari,Italian Serie A,CM,Midfielder,ITA,29,11.63,34,2,5.82
Luca Meirelles,Shakhtar,UEFA Europa Conference League,AM,Forward,BRA,18,12.23,106,2,6.12
Luca Moro,Sassuolo,Italian Serie A,AM,Forward,ITA,24,5.91,1,1,5.91
Luca Netz,Gladbach,German Bundesliga,LB,Defender,GER,22,30.18,164,5,6.04
Luca Pellegrini,Lazio,Italian Serie A,LB,Defender,ITA,26,25.6,164,4,6.4
Luca Ranieri,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CB,Defender,ITA,26,49.85,661,8,6.23
Luca Waldschmidt,Köln,German Bundesliga,AM,Forward,GER,29,30.91,183,5,6.18
Lucas Ahijado,Oviedo,Spanish La Liga,RB,Defender,ESP,30,34.13,371,5,6.83
Lucas Beltrán,Valencia,Spanish La Liga,AM,Forward,ARG,24,37.95,183,6,6.32
Lucas Beraldo,Paris S-G,French Ligue 1,CB,Defender,BRA,21,41.16,490,6,6.86
Lucas Bergvall,Tottenham,"English Premier League, UEFA Champions League",RM,Midfielder,SWE,19,67.53,585,10,6.75
Lucas Boyé,Alavés,Spanish La Liga,AM,Forward,ARG,29,39.64,373,6,6.61
Lucas Da Cunha,Como,Italian Serie A,DM,Midfielder,FRA,24,37.47,481,6,6.24
Lucas Digne,Aston Villa,"English Premier League, UEFA Europa League",LB,Defender,FRA,32,64.84,599,10,6.48
Lucas Ferreira,Shakhtar,UEFA Europa Conference League,RM,Midfielder,BRA,19,11.88,113,2,5.94
Lucas Gourna-Douath,RB Salzburg,UEFA Europa League,DM,Midfielder,FRA,22,5.5,1,1,5.5
Lucas Hernández,Paris S-G,"French Ligue 1, UEFA Champions League",LB,Defender,FRA,29,47.38,468,7,6.77
Lucas Höler,Freiburg,"German Bundesliga, UEFA Europa League",AM,Forward,GER,31,49.41,466,8,6.18
Lucas Høgsberg,Strasbourg,"French Ligue 1, UEFA Europa Conference League",CB,Defender,DEN,19,50.9,705,8,6.36
Lucas Oliveira Rosa,Ajax,UEFA Champions League,RB,Defender,BRA,25,14.44,173,2,7.22
Lucas Paquetá,West Ham,English Premier League,AM,Forward,BRA,28,54.89,697,8,6.86
Lucas Torreira,Galatasaray,UEFA Champions League,DM,Midfielder,URU,29,21.59,267,3,7.2
Lucas Torró,Osasuna,Spanish La Liga,CM,Midfielder,ESP,31,59.64,690,9,6.63
Lucas Tousart,Brest,French Ligue 1,DM,Midfielder,FRA,28,6.18,27,1,6.18
Lucas Vázquez,Leverkusen,"German Bundesliga, UEFA Champions League",WB,Midfielder,ESP,34,32.13,321,5,6.43
Luciano Valente,Feyenoord,UEFA Europa League,DM,Midfielder,NED,22,20.37,220,3,6.79
Lucien Agoume,Sevilla,Spanish La Liga,DM,Midfielder,FRA,23,54.55,700,8,6.82
Luck Zogbé,Brest,French Ligue 1,CB,Defender,CIV,20,10.03,2,2,5.02
Ludovic Ajorque,Brest,French Ligue 1,AM,Forward,FRA,31,52.61,714,8,6.58
Ludovic Blas,Rennes,French Ligue 1,CM,Midfielder,FRA,27,45.96,449,7,6.57
Luis Díaz,Bayern Munich,"German Bundesliga, UEFA Champions League",LW,Forward,COL,28,72.51,821,10,7.25
Luis Enrique Palma,Lech Poznań,UEFA Europa Conference League,AM,Forward,HON,25,12.89,135,2,6.44
Luis Guilherme,West Ham,English Premier League,LW,Forward,BRA,19,17.88,56,3,5.96
Luis Henrique,Inter,"Italian Serie A, UEFA Champions League",WB,Midfielder,BRA,23,32.26,155,5,6.45
Luis Javier Suárez,Sporting CP,UEFA Champions League,AM,Forward,COL,27,21.82,195,3,7.27
Luis Milla,Getafe,Spanish La Liga,CM,Midfielder,ESP,31,62.35,809,9,6.93
Luis Rioja,Valencia,Spanish La Liga,RM,Midfielder,ESP,32,60.23,684,9,6.69
Luiz Felipe,Rayo Vallecano,Spanish La Liga,CB,Defender,ITA,28,25.71,219,4,6.43
Luka Ilić,Oviedo,Spanish La Liga,AM,Forward,SRB,26,50.49,475,8,6.31
Luka Ivanušec,PAOK,UEFA Europa League,AM,Forward,CRO,26,6.69,5,1,6.69
Luka Jović,AEK Athens,UEFA Europa Conference League,AM,Forward,SRB,27,13.14,112,2,6.57
Luka Menalo,Rijeka,UEFA Europa Conference League,CM,Midfielder,BIH,29,5.55,63,1,5.55
Luka Modrić,Milan,Italian Serie A,CM,Midfielder,CRO,40,48.07,603,7,6.87
Luka Stojkovic,Dinamo Zagreb,UEFA Europa League,CM,Midfielder,CRO,21,18.79,56,3,6.26
Luka Sučić,Real Sociedad,Spanish La Liga,CM,Midfielder,CRO,23,26.1,123,4,6.52
Luka Vušković,Hamburger SV,German Bundesliga,CB,Defender,CRO,18,33.45,450,5,6.69
Luka Zarić,Red Star,UEFA Europa League,LW,Forward,SRB,16,6.03,10,1,6.03
Lukas Grgic,Rapid Wien,UEFA Europa Conference League,DM,Midfielder,AUT,30,6.06,64,1,6.06
Lukas Klostermann,RB Leipzig,German Bundesliga,LW,Forward,GER,29,5.39,1,1,5.39
Lukas Kübler,Freiburg,"German Bundesliga, UEFA Europa League",RB,Defender,GER,33,45.19,572,7,6.46
Lukas Lerager,FC Copenhagen,UEFA Champions League,CM,Midfielder,DEN,32,21.96,270,3,7.32
Lukas Nmecha,Leeds United,English Premier League,AM,Forward,GER,26,43.29,175,7,6.18
Lukas Ullrich,Gladbach,German Bundesliga,LB,Defender,GER,21,43.4,428,7,6.2
Luke Shaw,Manchester Utd,English Premier League,CB,Defender,ENG,30,51.59,690,8,6.45
Lukáš Haraslín,Sparta Prague,UEFA Europa Conference League,RW,Forward,SVK,29,6.86,24,1,6.86
Lukáš Provod,Slavia Prague,UEFA Champions League,AM,Forward,CZE,28,22.1,250,3,7.37
Lukáš Sadílek,Sparta Prague,UEFA Europa Conference League,CM,Midfielder,CZE,29,6.97,90,1,6.97
Lukáš Červ,Viktoria Plzeň,UEFA Europa League,CM,Midfielder,CZE,24,19.34,270,3,6.45
Lutsharel Geertruida,Sunderland,English Premier League,RB,Defender,NED,25,30.79,76,5,6.16
Luís Gustavo Ledes,AÉK Lárnaka,UEFA Europa Conference League,CM,Midfielder,POR,33,12.56,180,2,6.28
Luís Mata,Qaırat Almaty,UEFA Champions League,LB,Defender,POR,28,21.42,259,3,7.14
Lyes Houri,CS U Craiova,UEFA Europa Conference League,CM,Midfielder,FRA,29,11.87,25,2,5.94
Lyle Foster,Burnley,English Premier League,AM,Forward,RSA,25,45.54,566,7,6.51
Lynnt Audoor,Club Brugge,UEFA Champions League,CM,Midfielder,BEL,22,13.93,75,2,6.96
Léo Leroy,Basel,UEFA Europa League,DM,Midfielder,FRA,25,19.59,270,3,6.53
Léo Pétrot,Elche,Spanish La Liga,CB,Defender,FRA,28,56.42,282,9,6.27
Léo Scienza,Heidenheim,German Bundesliga,AM,Forward,BRA,26,13.25,180,2,6.62
M'Bala Nzola,Pisa,Italian Serie A,AM,Forward,ANG,29,45.19,415,7,6.46
Mads Bech Sørensen,Midtjylland,UEFA Europa League,CB,Defender,DEN,26,18.92,270,3,6.31
Mads Bidstrup,RB Salzburg,UEFA Europa League,DM,Midfielder,DEN,24,6.61,89,1,6.61
Mads Emil Madsen,FC Copenhagen,UEFA Champions League,CM,Midfielder,DEN,27,19.53,59,3,6.51
Mads Hansen,Brann,UEFA Europa League,AM,Forward,DEN,23,5.55,13,1,5.55
Mads Sande,Brann,UEFA Europa League,RM,Midfielder,NOR,27,11.15,17,2,5.58
Maghnes Akliouche,Monaco,"French Ligue 1, UEFA Champions League",AM,Forward,FRA,23,70.17,893,10,7.02
Magnus Riisnæs,Bodø/Glimt,UEFA Champions League,RB,Defender,NOR,20,7.58,26,1,7.58
Magomed Ozdoyev,PAOK,UEFA Europa League,DM,Midfielder,RUS,32,12.08,155,2,6.04
Mahamadou Nagida,Rennes,French Ligue 1,RB,Defender,CMR,20,24.9,74,4,6.22
Mahdi Camara,Rennes,French Ligue 1,CM,Midfielder,FRA,27,37.37,392,6,6.23
Mahmoud Dahoud,Eint Frankfurt,German Bundesliga,CM,Midfielder,GER,29,5.41,8,1,5.41
Mahmudu Bajo,Red Star,UEFA Europa League,DM,Midfielder,GAM,21,12.37,11,2,6.18
Malang Sarr,Lens,French Ligue 1,CB,Defender,FRA,26,52.01,720,8,6.5
Malcolm Edjouma,FCSB,UEFA Europa League,DM,Midfielder,FRA,28,11.9,57,2,5.95
Malcolm Jeng,Feyenoord,UEFA Europa League,CB,Defender,SWE,20,6.21,61,1,6.21
Malick Fofana,Lyon,"French Ligue 1, UEFA Europa League",LW,Forward,BEL,20,73.12,813,11,6.65
Malick Thiaw,Newcastle Utd,"English Premier League, UEFA Champions League",CB,Defender,GER,24,53.69,571,8,6.71
Malik Tillman,Leverkusen,"German Bundesliga, UEFA Champions League",AM,Forward,USA,23,47.21,505,7,6.74
Malo Gusto,Chelsea,"English Premier League, UEFA Champions League",RB,Defender,FRA,22,60.6,570,9,6.73
Malthe Hojholt,Pisa,Italian Serie A,CM,Midfielder,DEN,24,5.7,41,1,5.7
Mama Samba Baldé,Brest,French Ligue 1,LW,Forward,GNB,29,25.62,291,4,6.4
Mamadou Coulibaly,Monaco,"French Ligue 1, UEFA Champions League",CM,Midfielder,FRA,21,53.22,434,8,6.65
Mamadou Diakhon,Club Brugge,UEFA Champions League,AM,Forward,FRA,20,13.54,41,2,6.77
Mamadou Sangare,Lens,French Ligue 1,CM,Midfielder,MLI,23,47.09,567,7,6.73
Mamadou Sarr,Strasbourg,French Ligue 1,CB,Defender,FRA,20,38.42,540,6,6.4
Mamadou Soumahoro,KF Drita,UEFA Europa Conference League,AM,Forward,CIV,20,11.86,90,2,5.93
Mamadou Thiam,FCSB,UEFA Europa League,LW,Forward,SEN,30,18.93,122,3,6.31
Mamady Diambou,RB Salzburg,UEFA Europa League,CM,Midfielder,MLI,22,5.88,57,1,5.88
Mandela Keita,Parma,Italian Serie A,CM,Midfielder,BEL,23,43.17,533,7,6.17
Mandi,Red Imps,UEFA Europa Conference League,CM,Midfielder,ESP,36,12.19,180,2,6.1
Manolis Saliakas,St. Pauli,German Bundesliga,RB,Defender,GRE,29,39.08,279,6,6.51
Manor Solomon,Villarreal,Spanish La Liga,LM,Midfielder,ISR,26,25.96,113,4,6.49
Manu Bueno,Sevilla,Spanish La Liga,AM,Forward,ESP,21,6.76,13,1,6.76
Manu Fernández,Celta Vigo,"Spanish La Liga, UEFA Europa League",CB,Defender,ESP,24,44.3,509,7,6.33
Manu Koné,Roma,"Italian Serie A, UEFA Europa League",CM,Midfielder,FRA,24,65.1,765,10,6.51
Manu Morlanes,Mallorca,Spanish La Liga,DM,Midfielder,ESP,26,46.44,528,7,6.63
Manu Sánchez,Levante,Spanish La Liga,LB,Defender,ESP,25,52.3,685,8,6.54
Manuel Akanji,Inter,"Italian Serie A, UEFA Champions League",CB,Defender,SUI,30,51.6,609,8,6.45
Manuel De Luca,Cremonese,Italian Serie A,AM,Forward,ITA,27,12.57,16,2,6.28
Manuel Lazzari,Lazio,Italian Serie A,RB,Defender,ITA,31,19.59,66,3,6.53
Manuel Locatelli,Juventus,"Italian Serie A, UEFA Champions League",CM,Midfielder,ITA,27,62.49,530,9,6.94
Manuel Ugarte,Manchester Utd,English Premier League,CM,Midfielder,URU,24,32.83,229,5,6.57
Manuel Ugarte Ribeiro,Manchester Utd,English Premier League,CM,Midfielder,URU,24,12.78,48,2,6.39
Marash Kumbulla,Mallorca,Spanish La Liga,CB,Defender,ALB,25,26.56,215,4,6.64
Marc Aguado,Elche,Spanish La Liga,CM,Midfielder,ESP,25,52.04,470,8,6.5
Marc Bartra,Betis,"Spanish La Liga, UEFA Europa League",CB,Defender,ESP,34,42.09,495,6,7.02
Marc Bernal,Barcelona,"Spanish La Liga, UEFA Champions League",DM,Midfielder,ESP,18,26.68,34,4,6.67
Marc Casado,Barcelona,"Spanish La Liga, UEFA Champions League",DM,Midfielder,ESP,22,54.57,402,8,6.82
Marc Cucurella,Chelsea,"English Premier League, UEFA Champions League",LB,Defender,ESP,27,70.0,806,10,7.0
Marc Domenech,Mallorca,Spanish La Liga,RM,Forward,ESP,19,38.1,207,6,6.35
Marc Giger,Union SG,UEFA Champions League,AM,Forward,SUI,21,21.76,99,3,7.25
Marc Guiu,"Chelsea, Sunderland","English Premier League, UEFA Champions League",AM,Forward,ESP,19,32.43,122,5,6.49
Marc Guéhi,Crystal Palace,"English Premier League, UEFA Europa Conference League",CB,Defender,ENG,25,65.96,900,10,6.6
Marc Pubill,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,ESP,22,17.73,37,3,5.91
Marc Roca,Betis,"Spanish La Liga, UEFA Europa League",DM,Midfielder,ESP,28,39.72,355,6,6.62
Marc-Oliver Kempf,Como,Italian Serie A,CB,Defender,GER,30,44.89,497,7,6.41
Marcel Sabitzer,Dortmund,"German Bundesliga, UEFA Champions League",CM,Midfielder,AUT,31,60.59,697,9,6.73
Marcelina Emerson,Ħamrun Spartans FC,UEFA Europa Conference League,CB,Defender,BRA,34,6.08,90,1,6.08
Marcelo Saracchi,Celtic,UEFA Europa League,LB,Defender,URU,27,12.66,54,2,6.33
Marco Asensio,Fenerbahçe,UEFA Europa League,CM,Midfielder,ESP,29,19.43,234,3,6.48
Marco Brescianini,Atalanta,"Italian Serie A, UEFA Champions League",CM,Midfielder,ITA,25,38.98,91,6,6.5
Marco Burch,Legia Warsaw,UEFA Europa Conference League,RB,Defender,SUI,24,6.46,90,1,6.46
Marco Esteban,Oviedo,Spanish La Liga,CB,Defender,ESP,19,5.41,45,1,5.41
Marco Friedl,Werder Bremen,German Bundesliga,CB,Defender,AUT,27,39.47,532,6,6.58
Marco Grüll,Werder Bremen,German Bundesliga,AM,Forward,AUT,27,45.37,476,7,6.48
Marco Palestra,Cagliari,Italian Serie A,WB,Midfielder,ITA,20,36.44,478,6,6.07
Marco Tilio,Rapid Wien,UEFA Europa Conference League,LW,Forward,AUS,24,6.14,45,1,6.14
Marcos Alonso,Celta Vigo,"Spanish La Liga, UEFA Europa League",CB,Defender,ESP,34,61.8,745,9,6.87
Marcos Llorente,Atlético Madrid,"Spanish La Liga, UEFA Champions League",RB,Defender,ESP,30,84.76,1080,12,7.06
Marcos López,FC Copenhagen,UEFA Champions League,LB,Defender,PER,25,22.16,208,3,7.39
Marcos Senesi,Bournemouth,English Premier League,CB,Defender,ARG,28,56.18,707,8,7.02
Marcus Edwards,Burnley,English Premier League,AM,Forward,ENG,26,6.01,6,1,6.01
Marcus Pedersen,Torino,Italian Serie A,RB,Defender,NOR,25,23.6,268,4,5.9
Marcus Rashford,Barcelona,"Spanish La Liga, UEFA Champions League",LW,Forward,ENG,27,85.73,797,12,7.14
Marcus Rohdén,AÉK Lárnaka,UEFA Europa Conference League,RM,Forward,SWE,34,13.23,180,2,6.62
Marcus Tavernier,Bournemouth,English Premier League,AM,Forward,ENG,26,54.3,585,8,6.79
Marcus Thuram,Inter,"Italian Serie A, UEFA Champions League",AM,Forward,FRA,28,48.8,524,7,6.97
Marcão,Sevilla,Spanish La Liga,CB,Defender,BRA,29,42.58,466,7,6.08
Mariano,Alavés,Spanish La Liga,AM,Forward,DOM,32,43.32,225,7,6.19
Mariano Troilo,Parma,Italian Serie A,CM,Midfielder,ARG,22,5.29,4,1,5.29
Marijan Ćavar,Zrinjski Mostar,UEFA Europa Conference League,DM,Midfielder,BIH,27,5.12,16,1,5.12
Marin Jakoliš,FC Noah,UEFA Europa Conference League,LM,Midfielder,CRO,28,6.13,90,1,6.13
Marin Pongračić,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CB,Defender,CRO,28,49.33,714,8,6.17
Marin Šotiček,Basel,UEFA Europa League,RM,Forward,CRO,21,11.84,90,2,5.92
Mario Dorgeless,Braga,UEFA Europa League,AM,Forward,CIV,21,6.61,25,1,6.61
Mario Gila,Lazio,Italian Serie A,CB,Defender,ESP,25,45.11,624,7,6.44
Mario Götze,Eint Frankfurt,"German Bundesliga, UEFA Champions League",CM,Forward,GER,33,37.83,170,6,6.3
Mario Hermoso,Roma,"Italian Serie A, UEFA Europa League",CB,Defender,ESP,30,47.94,504,8,5.99
Mario Kvesić,NK Celje,UEFA Europa Conference League,AM,Forward,BIH,33,13.11,160,2,6.56
Mario Lemina,Galatasaray,UEFA Champions League,DM,Midfielder,GAB,32,21.04,208,3,7.01
Mario Martín,Getafe,Spanish La Liga,CM,Midfielder,ESP,21,57.54,598,9,6.39
Mario Pašalić,Atalanta,"Italian Serie A, UEFA Champions League",CM,Midfielder,CRO,30,59.7,734,9,6.63
Mario Sauer,Toulouse,French Ligue 1,CM,Midfielder,SVK,21,49.59,373,8,6.2
Mario Čuže,Zrinjski Mostar,UEFA Europa Conference League,LW,Forward,CRO,26,11.94,119,2,5.97
Marius Broholm,Lille,French Ligue 1,RW,Forward,NOR,20,12.51,90,2,6.26
Marius Bülter,Köln,German Bundesliga,AM,Forward,GER,32,33.13,332,5,6.63
Marius Courcoul,Angers,French Ligue 1,CM,Midfielder,FRA,18,30.24,93,5,6.05
Marius Lode,Häcken,UEFA Europa Conference League,CB,Defender,NOR,32,6.34,90,1,6.34
Marius Louer,Angers,French Ligue 1,RB,Defender,FRA,18,6.5,11,1,6.5
Marius Marin,Pisa,Italian Serie A,CM,Midfielder,ROU,27,35.93,461,6,5.99
Marius Mouandilmadji,Samsunspor,UEFA Europa Conference League,AM,Forward,CHA,28,12.56,180,2,6.28
Marius Wolf,Augsburg,German Bundesliga,WB,Midfielder,GER,30,35.56,305,6,5.93
Mark Coyle,Shelbourne FC,UEFA Europa Conference League,CB,Defender,IRL,28,11.32,116,2,5.66
Mark McKenzie,Toulouse,French Ligue 1,CB,Defender,USA,26,48.41,657,8,6.05
Marko Arnautović,Red Star,UEFA Europa League,AM,Forward,AUT,36,19.0,190,3,6.33
Marko Bulat,Raków,UEFA Europa Conference League,LW,Forward,CRO,24,12.71,106,2,6.36
Marko Grujić,AEK Athens,UEFA Europa Conference League,AM,Forward,SRB,29,12.56,76,2,6.28
Marko Janković,Qarabağ,UEFA Champions League,DM,Midfielder,MNE,30,14.42,111,2,7.21
Marko Lazetić,Aberdeen,UEFA Europa Conference League,AM,Forward,SRB,21,12.06,180,2,6.03
Marko Soldo,Dinamo Zagreb,UEFA Europa League,CM,Midfielder,CRO,21,5.27,1,1,5.27
Marko Tolić,Slovan Bratislava,UEFA Europa Conference League,AM,Forward,CRO,29,6.6,90,1,6.6
Marko Vranjković,Zrinjski Mostar,UEFA Europa Conference League,RB,Defender,CRO,26,12.68,180,2,6.34
Markus Haaland,Brann,UEFA Europa League,LW,Forward,NOR,20,6.27,23,1,6.27
Marlon Gomes,Shakhtar,UEFA Europa Conference League,CM,Midfielder,BRA,21,12.77,165,2,6.38
Marnon Busch,Heidenheim,German Bundesliga,RB,Defender,GER,30,45.46,309,7,6.49
Maroan Sannadi,Athletic Club,"Spanish La Liga, UEFA Champions League",AM,Forward,MAR,24,51.85,305,8,6.48
Marquinhos,Paris S-G,"French Ligue 1, UEFA Champions League",CB,Defender,BRA,31,20.51,270,3,6.84
Marshall Munetsi,Wolves,English Premier League,RW,Forward,ZIM,29,50.88,609,8,6.36
Marten de Roon,Atalanta,"Italian Serie A, UEFA Champions League",CM,Midfielder,NED,34,58.92,714,9,6.55
Martial Godo,Strasbourg,"French Ligue 1, UEFA Europa Conference League",AM,Forward,ENG,22,38.57,315,6,6.43
Martijn Kaars,St. Pauli,German Bundesliga,AM,Forward,NED,26,38.65,270,6,6.44
Martim Fernandes,Porto,UEFA Europa League,RB,Defender,POR,19,19.48,116,3,6.49
Martim Neto,Elche,Spanish La Liga,CM,Midfielder,POR,22,47.48,357,7,6.78
Martin Atemengue,Rapid Wien,UEFA Europa Conference League,CM,Midfielder,CMR,22,11.51,42,2,5.76
Martin Baturina,Como,Italian Serie A,AM,Forward,CRO,22,18.29,84,3,6.1
Martin Erlic,Midtjylland,UEFA Europa League,CB,Defender,CRO,27,12.91,180,2,6.46
Martin Frese,Hellas Verona,Italian Serie A,CB,Defender,DEN,27,41.82,564,7,5.97
Martin Satriano,Lyon,"French Ligue 1, UEFA Europa League",AM,Forward,URU,24,39.43,516,6,6.57
Martin Suchomel,Sparta Prague,UEFA Europa Conference League,LM,Midfielder,CZE,23,6.45,90,1,6.45
Martin Terrier,Leverkusen,German Bundesliga,AM,Forward,FRA,28,6.9,12,1,6.9
Martin Valjent,Mallorca,Spanish La Liga,CB,Defender,SVK,29,58.08,810,9,6.45
Martin Vitík,Bologna,"Italian Serie A, UEFA Europa League",CB,Defender,CZE,22,42.32,495,7,6.05
Martin Ødegaard,Arsenal,"English Premier League, UEFA Champions League",RM,Midfielder,NOR,26,49.68,292,7,7.1
Martín Payero,Cremonese,Italian Serie A,CM,Midfielder,ARG,27,24.14,177,4,6.04
Martín Zubimendi,Arsenal,"English Premier League, UEFA Champions League",CM,Midfielder,ESP,26,77.42,934,11,7.04
Marvin Friedrich,Gladbach,German Bundesliga,CB,Defender,GER,29,6.9,90,1,6.9
Marvin Pieringer,Heidenheim,German Bundesliga,AM,Forward,GER,26,6.52,12,1,6.52
Marvin Senaya,Auxerre,French Ligue 1,RB,Defender,TOG,24,50.8,702,8,6.35
Maryan Shved,Shakhtar,UEFA Europa Conference League,RM,Midfielder,UKR,28,5.95,58,1,5.95
Mason Greenwood,Marseille,"French Ligue 1, UEFA Champions League",RW,Forward,ENG,24,79.21,828,11,7.2
Mason Mount,Manchester Utd,English Premier League,AM,Forward,ENG,26,46.58,332,7,6.65
Matej Poplatnik,NK Celje,UEFA Europa Conference League,AM,Forward,SVN,33,10.52,15,2,5.26
Matej Sakota,Zrinjski Mostar,UEFA Europa Conference League,RW,Forward,BIH,21,6.47,27,1,6.47
Matej Sin,AZ Alkmaar,UEFA Europa Conference League,CM,Forward,CZE,21,11.87,45,2,5.94
Matej Valenta,Viktoria Plzeň,UEFA Europa League,CM,Midfielder,CZE,25,6.16,63,1,6.16
Mateo Chávez,AZ Alkmaar,UEFA Europa Conference League,LM,Midfielder,MEX,21,6.06,65,1,6.06
Mateo Joseph,Mallorca,Spanish La Liga,AM,Forward,ESP,21,52.22,427,8,6.53
Mateo Kovačić,Manchester City,"English Premier League, UEFA Champions League",DM,Midfielder,CRO,31,13.56,39,2,6.78
Mateo Lisica,Dinamo Zagreb,UEFA Europa League,RM,Midfielder,CRO,22,18.77,239,3,6.26
Mateo Maric,AC Omonia,UEFA Europa Conference League,DM,Midfielder,BIH,27,6.51,90,1,6.51
Mateo Pellegrino,Parma,Italian Serie A,AM,Forward,ARG,24,43.55,603,7,6.22
Mateu Morey,Mallorca,Spanish La Liga,RB,Defender,ESP,25,57.95,436,9,6.44
Mateus Fernandes,West Ham,English Premier League,CM,Forward,POR,21,38.79,443,6,6.46
Mateus Lusuardi,Pisa,Italian Serie A,CB,Defender,BRA,21,18.5,198,3,6.17
Mateusz Skrzypczak,Lech Poznań,UEFA Europa Conference League,CB,Defender,POL,25,11.69,113,2,5.85
Matěj Mikulenka,Sigma Olomouc,UEFA Europa Conference League,AM,Forward,NAN,21,11.56,152,2,5.78
Matheus Aiás,FC Noah,UEFA Europa Conference League,AM,Forward,BRA,28,11.52,74,2,5.76
Matheus Cunha,Manchester Utd,English Premier League,AM,Forward,BRA,26,48.16,442,7,6.88
Matheus Machado,Ludogorets,UEFA Europa League,AM,Forward,BRA,22,12.79,53,2,6.4
Matheus Nunes,Manchester City,"English Premier League, UEFA Champions League",RB,Defender,POR,27,57.91,532,8,7.24
Matheus Reis,Sporting CP,UEFA Champions League,LB,Defender,BRA,30,13.41,26,2,6.7
Matheus Silva,Qarabağ,UEFA Champions League,RB,Defender,BRA,28,22.41,258,3,7.47
Mathias Honsak,Heidenheim,German Bundesliga,CM,Forward,AUT,28,23.92,177,4,5.98
Mathias Jensen,Brentford,English Premier League,CM,Midfielder,DEN,29,31.25,176,5,6.25
Mathias Jørgensen,Bodø/Glimt,UEFA Champions League,RW,Forward,DEN,24,6.22,45,1,6.22
Mathias Løvik,Parma,Italian Serie A,WB,Midfielder,NOR,21,30.11,303,5,6.02
Mathias Pereira Lage,St. Pauli,German Bundesliga,AM,Forward,POR,28,45.35,552,7,6.48
Mathias Rasmussen,Union SG,UEFA Champions League,CM,Midfielder,NOR,27,21.01,174,3,7.0
Mathias Rivas,AÉK Lárnaka,UEFA Europa Conference League,DM,Midfielder,ITA,20,6.01,7,1,6.01
Mathieu Cafaro,Paris FC,French Ligue 1,LM,Midfielder,FRA,28,18.3,32,3,6.1
Mathis Amougou,Strasbourg,"French Ligue 1, UEFA Europa Conference League",CM,Midfielder,FRA,19,30.74,239,5,6.15
Mathis Jangeal,Paris S-G,French Ligue 1,RM,Midfielder,FRA,17,6.58,10,1,6.58
Mathis Saka,Toulouse,French Ligue 1,LM,Midfielder,FRA,18,5.82,8,1,5.82
Mathis Suray,Go Ahead Eag,UEFA Europa League,LM,Forward,BEL,24,18.64,245,3,6.21
Mathys De Carvalho,Lyon,"French Ligue 1, UEFA Europa League",DM,Midfielder,FRA,20,26.24,280,4,6.56
Mathys Tel,Tottenham,English Premier League,AM,Forward,FRA,20,37.19,236,6,6.2
Mathías Olivera,Napoli,"Italian Serie A, UEFA Champions League",LB,Defender,URU,27,44.61,306,7,6.37
Matias Fernandez-Pardo,Lille,"French Ligue 1, UEFA Europa League",LW,Forward,BEL,20,73.49,797,11,6.68
Matias Moreno,Levante,Spanish La Liga,CB,Defender,ARG,22,37.92,422,6,6.32
Mats Deijl,Go Ahead Eag,UEFA Europa League,RB,Defender,NED,28,18.34,270,3,6.11
Mats Knoester,Aberdeen,UEFA Europa Conference League,CB,Defender,NED,26,11.56,180,2,5.78
